pos,desc_lis,img_lis,min,max_coll,voti,perc,area,circ_sto,cod_reg,data_prec_elez,desc_reg,dt_agg,dt_ele,ele_f,ele_m,ele_t,f_elet,fine_rip,l_terr,non_valid,perc_vot,reg_sto,sk_bianche,sk_contestate,sk_nulle,st,sz_perv,sz_tot,t_ele,tot_vot_lis,vot_f,vot_m,vot_t
6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,N,NA,4504,"2,99",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
18,LA SINISTRA,1-20190526000000-18.png,N,NA,3189,"2,12",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,N,NA,2130,"1,41",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
16,EUROPA VERDE,1-20190526000000-16.png,N,NA,1724,"1,14",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
2,PARTITO COMUNISTA,1-20190526000000-2.png,N,NA,1688,"1,12",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,N,NA,910,"0,60",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
4,PARTITO ANIMALISTA,1-20190526000000-4.png,N,NA,861,"0,57",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,N,NA,544,"0,36",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
14,FORZA NUOVA,1-20190526000000-14.png,N,NA,366,"0,24",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
3,PARTITO PIRATA,1-20190526000000-3.png,N,NA,204,"0,14",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
8,MOVIMENTO 5 STELLE,1-20190526000000-8.png,N,NA,419344,"26,29",I,4,16,2.0140525e+13,PUGLIA,20190527114103,2.0190526e+13,1761196,1631577,3392773,SCRUTINI,N,REGIONE,NULL,"49,79",16,46113,176,47560,ESERCIZIO,4022,4022,Europee,1595373,825969,863253,1689222
5,LEGA SALVINI PREMIER,1-20190526000000-5.png,N,NA,403424,"25,29",I,4,16,2.0140525e+13,PUGLIA,20190527114103,2.0190526e+13,1761196,1631577,3392773,SCRUTINI,N,REGIONE,NULL,"49,79",16,46113,176,47560,ESERCIZIO,4022,4022,Europee,1595373,825969,863253,1689222
12,PARTITO DEMOCRATICO,1-20190526000000-12.png,N,NA,265412,"16,64",I,4,16,2.0140525e+13,PUGLIA,20190527114103,2.0190526e+13,1761196,1631577,3392773,SCRUTINI,N,REGIONE,NULL,"49,79",16,46113,176,47560,ESERCIZIO,4022,4022,Europee,1595373,825969,863253,1689222
11,FORZA ITALIA,1-20190526000000-11.png,N,NA,177304,"11,11",I,4,16,2.0140525e+13,PUGLIA,20190527114103,2.0190526e+13,1761196,1631577,3392773,SCRUTINI,N,REGIONE,NULL,"49,79",16,46113,176,47560,ESERCIZIO,4022,4022,Europee,1595373,825969,863253,1689222
7,FRATELLI D'ITALIA,1-20190526000000-7.png,N,NA,141865,"8,89",I,4,16,2.0140525e+13,PUGLIA,20190527114103,2.0190526e+13,1761196,1631577,3392773,SCRUTINI,N,REGIONE,NULL,"49,79",16,46113,176,47560,ESERCIZIO,4022,4022,Europee,1595373,825969,863253,1689222
1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,N,NA,79470,"4,98",I,4,16,2.0140525e+13,PUGLIA,20190527114103,2.0190526e+13,1761196,1631577,3392773,SCRUTINI,N,REGIONE,NULL,"49,79",16,46113,176,47560,ESERCIZIO,4022,4022,Europee,1595373,825969,863253,1689222
18,LA SINISTRA,1-20190526000000-18.png,N,NA,34800,"2,18",I,4,16,2.0140525e+13,PUGLIA,20190527114103,2.0190526e+13,1761196,1631577,3392773,SCRUTINI,N,REGIONE,NULL,"49,79",16,46113,176,47560,ESERCIZIO,4022,4022,Europee,1595373,825969,863253,1689222
16,EUROPA VERDE,1-20190526000000-16.png,N,NA,31667,"1,98",I,4,16,2.0140525e+13,PUGLIA,20190527114103,2.0190526e+13,1761196,1631577,3392773,SCRUTINI,N,REGIONE,NULL,"49,79",16,46113,176,47560,ESERCIZIO,4022,4022,Europee,1595373,825969,863253,1689222
2,PARTITO COMUNISTA,1-20190526000000-2.png,N,NA,11190,"0,70",I,4,16,2.0140525e+13,PUGLIA,20190527114103,2.0190526e+13,1761196,1631577,3392773,SCRUTINI,N,REGIONE,NULL,"49,79",16,46113,176,47560,ESERCIZIO,4022,4022,Europee,1595373,825969,863253,1689222
4,PARTITO ANIMALISTA,1-20190526000000-4.png,N,NA,9342,"0,59",I,4,16,2.0140525e+13,PUGLIA,20190527114103,2.0190526e+13,1761196,1631577,3392773,SCRUTINI,N,REGIONE,NULL,"49,79",16,46113,176,47560,ESERCIZIO,4022,4022,Europee,1595373,825969,863253,1689222
6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,N,NA,6807,"0,43",I,4,16,2.0140525e+13,PUGLIA,20190527114103,2.0190526e+13,1761196,1631577,3392773,SCRUTINI,N,REGIONE,NULL,"49,79",16,46113,176,47560,ESERCIZIO,4022,4022,Europee,1595373,825969,863253,1689222
17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,N,NA,5604,"0,35",I,4,16,2.0140525e+13,PUGLIA,20190527114103,2.0190526e+13,1761196,1631577,3392773,SCRUTINI,N,REGIONE,NULL,"49,79",16,46113,176,47560,ESERCIZIO,4022,4022,Europee,1595373,825969,863253,1689222
10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,N,NA,4352,"0,27",I,4,16,2.0140525e+13,PUGLIA,20190527114103,2.0190526e+13,1761196,1631577,3392773,SCRUTINI,N,REGIONE,NULL,"49,79",16,46113,176,47560,ESERCIZIO,4022,4022,Europee,1595373,825969,863253,1689222
3,PARTITO PIRATA,1-20190526000000-3.png,N,NA,2583,"0,16",I,4,16,2.0140525e+13,PUGLIA,20190527114103,2.0190526e+13,1761196,1631577,3392773,SCRUTINI,N,REGIONE,NULL,"49,79",16,46113,176,47560,ESERCIZIO,4022,4022,Europee,1595373,825969,863253,1689222
14,FORZA NUOVA,1-20190526000000-14.png,N,NA,2209,"0,14",I,4,16,2.0140525e+13,PUGLIA,20190527114103,2.0190526e+13,1761196,1631577,3392773,SCRUTINI,N,REGIONE,NULL,"49,79",16,46113,176,47560,ESERCIZIO,4022,4022,Europee,1595373,825969,863253,1689222
5,LEGA SALVINI PREMIER,1-20190526000000-5.png,N,NA,135496,"27,57",I,5,20,2.0140525e+13,SARDEGNA,20190527054904,2.0190526e+13,711852,674647,1386499,SCRUTINI,N,REGIONE,NULL,"36,25",20,2601,8,8514,ESERCIZIO,1840,1840,Europee,491454,243928,258649,502577
8,MOVIMENTO 5 STELLE,1-20190526000000-8.png,N,NA,126301,"25,70",I,5,20,2.0140525e+13,SARDEGNA,20190527054904,2.0190526e+13,711852,674647,1386499,SCRUTINI,N,REGIONE,NULL,"36,25",20,2601,8,8514,ESERCIZIO,1840,1840,Europee,491454,243928,258649,502577
12,PARTITO DEMOCRATICO,1-20190526000000-12.png,N,NA,119260,"24,27",I,5,20,2.0140525e+13,SARDEGNA,20190527054904,2.0190526e+13,711852,674647,1386499,SCRUTINI,N,REGIONE,NULL,"36,25",20,2601,8,8514,ESERCIZIO,1840,1840,Europee,491454,243928,258649,502577
11,FORZA ITALIA,1-20190526000000-11.png,N,NA,38389,"7,81",I,5,20,2.0140525e+13,SARDEGNA,20190527054904,2.0190526e+13,711852,674647,1386499,SCRUTINI,N,REGIONE,NULL,"36,25",20,2601,8,8514,ESERCIZIO,1840,1840,Europee,491454,243928,258649,502577
7,FRATELLI D'ITALIA,1-20190526000000-7.png,N,NA,30681,"6,24",I,5,20,2.0140525e+13,SARDEGNA,20190527054904,2.0190526e+13,711852,674647,1386499,SCRUTINI,N,REGIONE,NULL,"36,25",20,2601,8,8514,ESERCIZIO,1840,1840,Europee,491454,243928,258649,502577
18,LA SINISTRA,1-20190526000000-18.png,N,NA,10710,"2,18",I,5,20,2.0140525e+13,SARDEGNA,20190527054904,2.0190526e+13,711852,674647,1386499,SCRUTINI,N,REGIONE,NULL,"36,25",20,2601,8,8514,ESERCIZIO,1840,1840,Europee,491454,243928,258649,502577
1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,N,NA,10269,"2,09",I,5,20,2.0140525e+13,SARDEGNA,20190527054904,2.0190526e+13,711852,674647,1386499,SCRUTINI,N,REGIONE,NULL,"36,25",20,2601,8,8514,ESERCIZIO,1840,1840,Europee,491454,243928,258649,502577
16,EUROPA VERDE,1-20190526000000-16.png,N,NA,7863,"1,60",I,5,20,2.0140525e+13,SARDEGNA,20190527054904,2.0190526e+13,711852,674647,1386499,SCRUTINI,N,REGIONE,NULL,"36,25",20,2601,8,8514,ESERCIZIO,1840,1840,Europee,491454,243928,258649,502577
2,PARTITO COMUNISTA,1-20190526000000-2.png,N,NA,4299,"0,87",I,5,20,2.0140525e+13,SARDEGNA,20190527054904,2.0190526e+13,711852,674647,1386499,SCRUTINI,N,REGIONE,NULL,"36,25",20,2601,8,8514,ESERCIZIO,1840,1840,Europee,491454,243928,258649,502577
17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,N,NA,2234,"0,45",I,5,20,2.0140525e+13,SARDEGNA,20190527054904,2.0190526e+13,711852,674647,1386499,SCRUTINI,N,REGIONE,NULL,"36,25",20,2601,8,8514,ESERCIZIO,1840,1840,Europee,491454,243928,258649,502577
4,PARTITO ANIMALISTA,1-20190526000000-4.png,N,NA,2019,"0,41",I,5,20,2.0140525e+13,SARDEGNA,20190527054904,2.0190526e+13,711852,674647,1386499,SCRUTINI,N,REGIONE,NULL,"36,25",20,2601,8,8514,ESERCIZIO,1840,1840,Europee,491454,243928,258649,502577
10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,N,NA,1590,"0,32",I,5,20,2.0140525e+13,SARDEGNA,20190527054904,2.0190526e+13,711852,674647,1386499,SCRUTINI,N,REGIONE,NULL,"36,25",20,2601,8,8514,ESERCIZIO,1840,1840,Europee,491454,243928,258649,502577
3,PARTITO PIRATA,1-20190526000000-3.png,N,NA,1160,"0,24",I,5,20,2.0140525e+13,SARDEGNA,20190527054904,2.0190526e+13,711852,674647,1386499,SCRUTINI,N,REGIONE,NULL,"36,25",20,2601,8,8514,ESERCIZIO,1840,1840,Europee,491454,243928,258649,502577
6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,N,NA,817,"0,17",I,5,20,2.0140525e+13,SARDEGNA,20190527054904,2.0190526e+13,711852,674647,1386499,SCRUTINI,N,REGIONE,NULL,"36,25",20,2601,8,8514,ESERCIZIO,1840,1840,Europee,491454,243928,258649,502577
14,FORZA NUOVA,1-20190526000000-14.png,N,NA,366,"0,07",I,5,20,2.0140525e+13,SARDEGNA,20190527054904,2.0190526e+13,711852,674647,1386499,SCRUTINI,N,REGIONE,NULL,"36,25",20,2601,8,8514,ESERCIZIO,1840,1840,Europee,491454,243928,258649,502577
8,MOVIMENTO 5 STELLE,1-20190526000000-8.png,N,NA,479562,"31,18",I,5,19,2.0140525e+13,SICILIA,20190527071558,2.0190526e+13,2218005,2039276,4257281,SCRUTINI,N,REGIONE,NULL,"37,51",19,13001,102,45759,ESERCIZIO,5300,5300,Europee,1537935,763815,832982,1596797
5,LEGA SALVINI PREMIER,1-20190526000000-5.png,N,NA,319439,"20,77",I,5,19,2.0140525e+13,SICILIA,20190527071558,2.0190526e+13,2218005,2039276,4257281,SCRUTINI,N,REGIONE,NULL,"37,51",19,13001,102,45759,ESERCIZIO,5300,5300,Europee,1537935,763815,832982,1596797
11,FORZA ITALIA,1-20190526000000-11.png,N,NA,261340,"16,99",I,5,19,2.0140525e+13,SICILIA,20190527071558,2.0190526e+13,2218005,2039276,4257281,SCRUTINI,N,REGIONE,NULL,"37,51",19,13001,102,45759,ESERCIZIO,5300,5300,Europee,1537935,763815,832982,1596797
12,PARTITO DEMOCRATICO,1-20190526000000-12.png,N,NA,255741,"16,63",I,5,19,2.0140525e+13,SICILIA,20190527071558,2.0190526e+13,2218005,2039276,4257281,SCRUTINI,N,REGIONE,NULL,"37,51",19,13001,102,45759,ESERCIZIO,5300,5300,Europee,1537935,763815,832982,1596797
7,FRATELLI D'ITALIA,1-20190526000000-7.png,N,NA,117131,"7,62",I,5,19,2.0140525e+13,SICILIA,20190527071558,2.0190526e+13,2218005,2039276,4257281,SCRUTINI,N,REGIONE,NULL,"37,51",19,13001,102,45759,ESERCIZIO,5300,5300,Europee,1537935,763815,832982,1596797
1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,N,NA,29089,"1,89",I,5,19,2.0140525e+13,SICILIA,20190527071558,2.0190526e+13,2218005,2039276,4257281,SCRUTINI,N,REGIONE,NULL,"37,51",19,13001,102,45759,ESERCIZIO,5300,5300,Europee,1537935,763815,832982,1596797
18,LA SINISTRA,1-20190526000000-18.png,N,NA,22487,"1,46",I,5,19,2.0140525e+13,SICILIA,20190527071558,2.0190526e+13,2218005,2039276,4257281,SCRUTINI,N,REGIONE,NULL,"37,51",19,13001,102,45759,ESERCIZIO,5300,5300,Europee,1537935,763815,832982,1596797
16,EUROPA VERDE,1-20190526000000-16.png,N,NA,18009,"1,17",I,5,19,2.0140525e+13,SICILIA,20190527071558,2.0190526e+13,2218005,2039276,4257281,SCRUTINI,N,REGIONE,NULL,"37,51",19,13001,102,45759,ESERCIZIO,5300,5300,Europee,1537935,763815,832982,1596797
17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,N,NA,8613,"0,56",I,5,19,2.0140525e+13,SICILIA,20190527071558,2.0190526e+13,2218005,2039276,4257281,SCRUTINI,N,REGIONE,NULL,"37,51",19,13001,102,45759,ESERCIZIO,5300,5300,Europee,1537935,763815,832982,1596797
4,PARTITO ANIMALISTA,1-20190526000000-4.png,N,NA,7618,"0,50",I,5,19,2.0140525e+13,SICILIA,20190527071558,2.0190526e+13,2218005,2039276,4257281,SCRUTINI,N,REGIONE,NULL,"37,51",19,13001,102,45759,ESERCIZIO,5300,5300,Europee,1537935,763815,832982,1596797
2,PARTITO COMUNISTA,1-20190526000000-2.png,N,NA,7134,"0,46",I,5,19,2.0140525e+13,SICILIA,20190527071558,2.0190526e+13,2218005,2039276,4257281,SCRUTINI,N,REGIONE,NULL,"37,51",19,13001,102,45759,ESERCIZIO,5300,5300,Europee,1537935,763815,832982,1596797
6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,N,NA,3836,"0,25",I,5,19,2.0140525e+13,SICILIA,20190527071558,2.0190526e+13,2218005,2039276,4257281,SCRUTINI,N,REGIONE,NULL,"37,51",19,13001,102,45759,ESERCIZIO,5300,5300,Europee,1537935,763815,832982,1596797
10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,N,NA,3549,"0,23",I,5,19,2.0140525e+13,SICILIA,20190527071558,2.0190526e+13,2218005,2039276,4257281,SCRUTINI,N,REGIONE,NULL,"37,51",19,13001,102,45759,ESERCIZIO,5300,5300,Europee,1537935,763815,832982,1596797
3,PARTITO PIRATA,1-20190526000000-3.png,N,NA,2370,"0,15",I,5,19,2.0140525e+13,SICILIA,20190527071558,2.0190526e+13,2218005,2039276,4257281,SCRUTINI,N,REGIONE,NULL,"37,51",19,13001,102,45759,ESERCIZIO,5300,5300,Europee,1537935,763815,832982,1596797
14,FORZA NUOVA,1-20190526000000-14.png,N,NA,2017,"0,13",I,5,19,2.0140525e+13,SICILIA,20190527071558,2.0190526e+13,2218005,2039276,4257281,SCRUTINI,N,REGIONE,NULL,"37,51",19,13001,102,45759,ESERCIZIO,5300,5300,Europee,1537935,763815,832982,1596797
